video_name,video_path,frame,second,class,nose_x,nose_y,nose_c,left_eye_x,left_eye_y,left_eye_c,right_eye_x,right_eye_y,right_eye_c,left_ear_x,left_ear_y,left_ear_c,right_ear_x,right_ear_y,right_ear_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,right_elbow_x,right_elbow_y,right_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,right_wrist_x,right_wrist_y,right_wrist_c,left_hip_x,left_hip_y,left_hip_c,right_hip_x,right_hip_y,right_hip_c,left_knee_x,left_knee_y,left_knee_c,right_knee_x,right_knee_y,right_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_ankle_x,right_ankle_y,right_ankle_c
02.mp4,S1/ADL/02.mp4,25,2.5,Sleeping,841.6098,241.8178,0.9553,853.2657,231.2307,0.6954,842.8185,215.8266,0.9481,844.3298,224.4667,0.1859,814.6063,186.3697,0.8758,821.1141,270.5074,0.9824,737.3266,196.1909,0.9981,772.8573,378.2597,0.9168,681.7284,256.3653,0.996,765.4391,396.0557,0.9237,734.271,352.0102,0.9901,687.919,379.3577,0.9974,619.1476,337.4128,0.999,665.5898,440.5258,0.9969,535.0066,374.2253,0.9986,581.3709,604.7054,0.9881,451.8934,557.1317,0.993
02.mp4,S1/ADL/02.mp4,26,2.6,Sleeping,846.2516,238.3609,0.9688,858.512,230.9957,0.7111,848.0098,214.2081,0.9688,844.772,233.1594,0.1824,816.4697,190.424,0.9339,822.982,281.3787,0.989,738.937,204.7302,0.9993,771.6742,375.0339,0.9376,677.1831,254.3691,0.9985,739.545,391.8031,0.9422,732.5475,350.769,0.9955,698.1992,389.0202,0.9985,629.6443,343.1404,0.9995,660.697,445.2259,0.9977,521.9968,367.8188,0.9991,579.3966,605.0479,0.9893,436.3013,541.0804,0.9945
02.mp4,S1/ADL/02.mp4,27,2.7,Sleeping,854.2184,247.4995,0.9692,867.916,238.3199,0.7443,854.3007,220.4384,0.9753,854.5677,236.1263,0.1618,817.9341,193.5262,0.9239,817.3992,273.1236,0.9673,748.5244,213.3204,0.9987,767.3376,332.1244,0.7845,685.5349,281.6366,0.9969,752.2556,307.2466,0.8268,736.751,364.4996,0.9905,684.6464,380.2363,0.9963,624.7704,338.8848,0.9991,662.8204,442.1571,0.9971,543.359,359.1932,0.9992,582.2899,600.2369,0.9923,437.8636,518.7896,0.9968
02.mp4,S1/ADL/02.mp4,28,2.8,Sleeping,851.3913,253.6224,0.9779,865.3793,247.2685,0.8291,854.04,226.8792,0.9691,851.0388,247.53,0.307,817.9792,196.321,0.9088,826.5997,288.1745,0.9953,744.4874,206.1064,0.999,784.7073,376.8763,0.977,679.9609,260.4825,0.9971,732.6124,390.7965,0.974,733.5627,347.6231,0.9932,697.6817,390.7915,0.9991,631.4564,339.116,0.9995,662.2595,439.9382,0.9988,527.7418,343.7781,0.9992,573.5416,599.1193,0.9942,424.3743,504.3191,0.9955
02.mp4,S1/ADL/02.mp4,29,2.9,Sleeping,853.3516,264.0147,0.9661,867.0765,253.0136,0.7264,853.9409,233.9999,0.9756,853.288,247.6161,0.1368,816.4567,201.6375,0.9194,824.4611,285.6772,0.9442,754.0804,214.3905,0.9982,788.3994,371.1941,0.6399,688.8366,285.2909,0.996,776.4638,398.1127,0.7227,742.0669,366.9578,0.9883,680.8469,384.8475,0.9915,620.0594,334.9818,0.9983,667.053,431.7671,0.9941,540.8958,327.5495,0.9986,578.6771,605.0173,0.9882,418.7845,486.2139,0.9957
02.mp4,S1/ADL/02.mp4,30,3.0,Sleeping,858.3333,273.0349,0.9781,873.0444,263.0487,0.8741,857.7299,242.9157,0.9627,862.924,259.3139,0.328,820.4437,210.8318,0.8309,833.6257,294.3342,0.9923,775.7455,209.8726,0.9971,779.2904,372.5977,0.9711,701.1104,246.4465,0.9925,706.1776,383.3832,0.9726,719.7198,298.0887,0.9879,689.8635,384.3794,0.9985,636.1445,325.2266,0.9989,660.3795,433.2314,0.9987,546.2297,311.1192,0.9989,566.1616,602.4257,0.9951,399.978,455.8526,0.9957
02.mp4,S1/ADL/02.mp4,31,3.1,Sleeping,852.3523,276.0803,0.97,868.9805,268.1575,0.88,853.295,244.286,0.9387,866.8992,268.5445,0.376,822.5277,212.701,0.7209,840.9092,307.0623,0.9893,776.8016,214.8426,0.9924,798.6365,382.3918,0.963,697.1599,255.6862,0.9788,718.264,381.3355,0.9641,720.3451,304.3062,0.9718,691.7371,403.5213,0.9972,634.4094,340.3932,0.9972,671.419,418.8883,0.998,550.0386,289.4237,0.9979,575.4528,594.0077,0.9944,396.1856,440.2595,0.9943
02.mp4,S1/ADL/02.mp4,32,3.2,Sleeping,858.1173,289.453,0.9622,872.9769,282.3989,0.7496,862.1289,260.4231,0.9481,857.186,280.6795,0.2763,832.704,225.2231,0.8868,826.1667,315.3586,0.9905,769.5018,219.7464,0.9984,769.4626,392.9468,0.9196,698.2375,254.2506,0.9934,735.6198,388.8902,0.8809,714.1333,331.8663,0.9786,694.3629,381.6475,0.9961,648.7725,322.3655,0.9983,640.8853,397.4975,0.9952,547.2377,290.5967,0.9974,529.4135,555.5636,0.9844,444.1752,456.493,0.9897
02.mp4,S1/ADL/02.mp4,33,3.3,Sleeping,854.8975,294.9508,0.9673,872.6824,287.9744,0.8913,859.5191,262.5383,0.9443,862.4232,290.3012,0.4973,831.7401,229.0766,0.7888,824.1735,325.905,0.99,778.3584,225.4507,0.9903,760.0266,392.8886,0.9299,702.5132,263.2841,0.9511,709.3723,380.9784,0.885,725.2191,309.1154,0.907,665.0773,384.6844,0.991,623.6163,318.5194,0.9911,646.0742,389.2518,0.992,551.2439,258.1224,0.9911,541.3152,560.3228,0.9801,428.5041,413.7891,0.9789
02.mp4,S1/ADL/02.mp4,34,3.4,Sleeping,854.0659,293.6717,0.9674,873.5093,287.9556,0.9052,857.1702,262.4276,0.942,868.2401,296.2327,0.5528,831.9603,235.0519,0.7674,829.0864,336.528,0.9891,784.7795,228.3049,0.9885,764.108,395.6855,0.9196,712.6694,241.658,0.9405,729.5795,385.2213,0.8678,742.8652,269.1308,0.8905,663.2799,379.8026,0.9906,622.0516,310.1191,0.9905,642.3759,385.7411,0.9924,549.0206,251.3169,0.9914,541.5248,550.2556,0.9824,422.2838,398.594,0.9812
02.mp4,S1/ADL/02.mp4,35,3.5,Sleeping,857.8588,302.2885,0.9639,878.2147,295.1202,0.9085,860.373,271.2244,0.939,881.6183,297.3151,0.5568,838.8461,239.8272,0.7327,851.0749,331.3273,0.9831,794.9058,232.4208,0.9858,813.1749,390.0423,0.8535,717.8314,262.3829,0.9199,791.6448,401.6434,0.764,728.6551,309.4206,0.8361,671.8682,378.6451,0.9851,626.0853,310.7689,0.987,644.8534,377.8045,0.9902,551.8718,247.4097,0.9907,523.485,538.6044,0.9828,411.3246,389.7673,0.9837
02.mp4,S1/ADL/02.mp4,36,3.6,Sleeping,852.7988,313.1416,0.9688,868.6455,299.3047,0.8839,851.6375,279.0845,0.9453,873.4315,292.2068,0.36,828.4199,245.8994,0.7138,856.8661,331.5666,0.9734,797.1627,244.385,0.9913,811.4669,393.5696,0.8479,695.8389,279.5535,0.9723,776.3397,387.4494,0.8782,732.0129,311.8917,0.9598,685.178,382.9706,0.9886,634.6145,317.1332,0.9931,660.0543,385.9319,0.9942,548.7784,240.3823,0.9961,543.7328,549.9211,0.9909,387.5695,360.6168,0.9935
02.mp4,S1/ADL/02.mp4,37,3.7,Sleeping,860.0298,314.3177,0.9784,876.6498,299.828,0.9307,857.1482,279.8515,0.9532,893.0879,292.3118,0.4658,839.1985,247.2058,0.7082,896.9732,338.7315,0.9872,808.542,246.4214,0.9912,920.818,394.9502,0.9114,711.7379,282.3446,0.9642,927.9032,384.2776,0.9133,731.1154,317.9949,0.9489,698.5453,386.3998,0.9916,634.9261,316.4979,0.9929,668.4617,384.7374,0.9953,555.4808,239.2997,0.9959,530.5457,541.611,0.9914,385.9992,359.868,0.9926
02.mp4,S1/ADL/02.mp4,38,3.8,Sleeping,855.2618,316.4687,0.9693,871.2182,303.1209,0.9113,856.5804,281.1161,0.9284,883.6116,297.9275,0.4637,843.8617,248.8048,0.648,867.7562,339.3726,0.9836,806.5952,252.9394,0.9873,809.7921,387.8859,0.904,698.9443,286.9769,0.946,774.7813,385.7438,0.9066,726.7498,326.1224,0.9303,689.3773,382.4815,0.9904,640.1565,317.4408,0.9911,660.0154,387.4022,0.9953,557.944,246.2168,0.9951,517.5882,542.9327,0.9922,397.1144,359.6006,0.9924
02.mp4,S1/ADL/02.mp4,39,3.9,Sleeping,859.7291,317.9236,0.9706,877.7377,311.0884,0.9374,864.506,287.0406,0.9339,880.147,313.5388,0.6654,846.3625,256.4844,0.666,852.7291,343.3719,0.9888,805.2881,259.5461,0.9854,799.262,368.3902,0.8973,728.1711,280.6384,0.8777,723.4963,387.2194,0.8303,710.7709,330.3354,0.7882,670.7012,384.9748,0.9922,631.95,319.9331,0.9909,652.2976,377.6338,0.9967,568.1881,241.4257,0.9957,499.3964,523.7899,0.9954,416.7537,353.8211,0.9948
02.mp4,S1/ADL/02.mp4,40,4.0,Sleeping,861.7836,310.5106,0.9742,880.6826,308.045,0.9456,867.4459,281.4005,0.9442,888.7661,318.8896,0.6969,855.0792,256.2859,0.726,865.9114,356.5204,0.9916,799.8201,263.8519,0.9879,879.6301,389.6142,0.8931,721.8185,292.5287,0.8796,897.569,422.6054,0.7819,733.8053,345.4979,0.7485,670.3406,392.7492,0.9891,626.1688,328.2197,0.9871,641.8728,366.0906,0.9943,574.5519,243.6684,0.993,493.705,503.588,0.9922,428.0458,360.3023,0.9911
02.mp4,S1/ADL/02.mp4,41,4.1,Sleeping,867.6056,318.3972,0.9709,884.8212,317.9107,0.9357,872.7546,293.1749,0.942,886.8657,328.4144,0.6674,855.1101,269.2379,0.7406,863.8432,357.5218,0.992,798.1027,268.3645,0.9874,897.2666,391.2211,0.913,728.3603,290.4127,0.8872,919.1603,419.98,0.8149,733.5834,333.5907,0.7656,671.9042,390.5385,0.9892,628.2708,329.3583,0.9863,640.5302,355.9317,0.9935,579.1268,245.1186,0.9914,503.4111,484.1805,0.9906,435.2064,359.7426,0.9887
02.mp4,S1/ADL/02.mp4,42,4.2,Sleeping,871.4,320.3951,0.9725,889.85,323.0957,0.9035,877.5587,297.4265,0.9525,891.3657,335.865,0.5842,861.1827,272.755,0.842,868.088,359.0672,0.9946,802.9212,266.9267,0.9964,931.99,391.2729,0.9345,739.5986,280.8721,0.9707,946.9141,402.886,0.8632,728.0371,333.1442,0.9103,689.2455,390.4628,0.9906,652.7642,329.5124,0.9922,612.6721,336.9509,0.9896,588.3826,240.7325,0.9906,464.3117,454.5943,0.9786,444.1882,367.4062,0.9796
02.mp4,S1/ADL/02.mp4,43,4.3,Sleeping,879.0146,325.3584,0.9774,897.5821,328.2729,0.8944,884.6365,302.9956,0.9658,904.1539,338.2342,0.5047,869.0101,276.6639,0.8963,879.7356,357.9347,0.9955,808.0006,268.7094,0.998,956.3325,396.3395,0.9533,744.2437,297.7617,0.9881,954.5762,391.455,0.9232,758.325,367.3449,0.9642,693.0548,390.6937,0.9904,654.8146,331.7717,0.9932,598.512,329.8991,0.9832,584.1567,243.0434,0.9872,459.3374,437.0726,0.9536,444.8338,369.0825,0.9597
02.mp4,S1/ADL/02.mp4,44,4.4,Sleeping,886.9716,331.5778,0.9565,904.1127,334.0547,0.7706,892.8676,311.1808,0.9263,911.5021,341.545,0.4167,879.3398,285.4515,0.8384,887.7451,357.1306,0.9926,811.3446,279.0412,0.9988,987.7086,391.0521,0.9452,743.376,296.3262,0.9955,952.035,385.3968,0.9326,773.5497,373.0284,0.985,708.4109,383.0684,0.9888,672.2122,332.284,0.995,578.2805,324.8564,0.9602,582.7725,267.2725,0.9795,458.2372,398.413,0.8509,457.2607,382.5745,0.8966
02.mp4,S1/ADL/02.mp4,45,4.5,Sleeping,897.0374,325.3135,0.9524,913.1286,328.2499,0.8864,898.8144,312.1973,0.9244,931.0547,338.8772,0.5328,889.8977,301.4558,0.7628,901.6465,353.1437,0.9843,827.1398,285.8309,0.9877,922.3483,395.1745,0.8908,741.0132,311.9587,0.9339,952.5875,393.5302,0.8241,774.702,373.6273,0.8468,698.5306,364.676,0.9704,653.8857,320.1372,0.9725,577.8162,294.7217,0.9724,558.6389,244.3138,0.9712,471.592,383.1436,0.9546,445.9829,352.3882,0.9497
02.mp4,S1/ADL/02.mp4,46,4.6,Sleeping,893.0546,324.9866,0.9708,910.127,331.7901,0.9301,901.0119,308.9831,0.9507,920.8846,349.392,0.6103,895.1729,295.053,0.8024,877.413,364.3748,0.9878,822.2384,284.2141,0.988,913.9634,403.0379,0.8957,748.2351,308.011,0.9055,960.4698,392.8063,0.8344,764.9545,375.2079,0.8071,691.5105,371.9604,0.9649,660.3807,325.3681,0.9618,585.3739,295.0464,0.9699,577.7657,244.7208,0.9631,496.9763,374.5539,0.9573,475.2305,356.0278,0.9477
02.mp4,S1/ADL/02.mp4,47,4.7,Sleeping,893.4826,323.601,0.9582,910.8925,328.397,0.9138,901.3696,307.2501,0.9203,923.5094,352.0826,0.6229,901.0485,302.0419,0.7201,874.8201,367.4559,0.9825,834.8929,295.2547,0.9835,856.5948,400.9076,0.8589,748.6454,315.7139,0.8692,844.6304,387.9723,0.788,756.651,372.9886,0.7518,691.9567,371.1678,0.963,667.2902,326.1091,0.9612,588.3044,295.3322,0.9768,589.2337,242.5998,0.9712,475.8909,394.5555,0.9709,460.5246,363.4562,0.9648
02.mp4,S1/ADL/02.mp4,48,4.8,Sleeping,899.3883,321.692,0.9602,919.8753,327.9559,0.8949,905.4996,306.3846,0.9283,936.0752,350.9828,0.5938,900.9194,298.7708,0.7457,895.3903,378.5292,0.9833,836.4155,293.7697,0.9923,938.7468,418.3965,0.8676,753.993,305.0158,0.9562,960.6062,397.5769,0.8192,773.0358,372.9175,0.8882,699.6663,378.1152,0.9477,670.129,326.6503,0.963,547.7822,282.9354,0.9383,559.1558,232.9253,0.949,472.8746,369.1085,0.8881,465.2361,360.3127,0.8943
02.mp4,S1/ADL/02.mp4,49,4.9,Sleeping,901.7532,334.7123,0.9629,922.8769,340.9655,0.9018,908.4896,317.88,0.9354,942.4059,357.8661,0.5864,904.0889,302.5369,0.759,902.9389,379.8529,0.9829,840.2549,292.2425,0.993,947.3845,422.5706,0.8645,759.7112,307.0475,0.9613,954.3547,397.9896,0.8237,771.0261,373.0113,0.9014,707.3722,381.6198,0.949,676.0774,327.7831,0.9662,549.765,288.8996,0.9388,557.6195,235.3469,0.9523,473.4368,366.772,0.8894,470.3826,356.0056,0.8996
02.mp4,S1/ADL/02.mp4,50,5.0,Sleeping,901.7131,331.2697,0.9629,922.9524,336.8993,0.9062,907.5768,315.7373,0.9266,943.2047,355.0858,0.6215,902.9973,304.2047,0.7155,910.4777,379.5902,0.9849,840.6202,296.1234,0.9934,957.0262,423.6495,0.891,759.7663,307.3985,0.9643,952.9451,396.0514,0.8653,761.8949,363.2212,0.9164,714.5716,384.2477,0.9594,678.8515,331.36,0.9719,548.0568,285.3419,0.9525,551.934,234.4861,0.9608,485.8623,368.1617,0.9069,483.0096,358.9195,0.9128
02.mp4,S1/ADL/02.mp4,51,5.1,Sleeping,903.3425,330.5555,0.9565,922.4768,336.1712,0.9033,908.2369,316.091,0.9059,935.7544,356.2177,0.6503,900.0735,308.3422,0.666,908.0212,380.441,0.9875,838.4701,302.3707,0.9899,963.9067,418.4353,0.9222,763.1305,310.0388,0.9428,961.456,396.4501,0.891,760.4094,357.1375,0.8822,714.5583,383.6309,0.9613,678.2988,332.334,0.9634,551.1269,283.5116,0.9547,552.0376,232.4016,0.9492,490.4263,374.0345,0.9072,481.7775,358.4395,0.8938
02.mp4,S1/ADL/02.mp4,52,5.2,Sleeping,905.4727,330.1847,0.9579,923.9297,336.8319,0.8959,912.0834,313.4284,0.9009,941.3959,356.3435,0.6191,908.1595,301.8864,0.6797,916.6329,381.4623,0.9908,842.8216,297.2851,0.993,977.0986,414.6007,0.9409,763.1493,306.9893,0.9575,956.5892,391.8409,0.9245,769.815,373.9016,0.917,726.4047,387.3654,0.9818,689.5058,333.2966,0.9825,572.6181,300.4353,0.9785,572.4767,240.8528,0.9758,495.7832,377.3772,0.9543,492.5965,352.5099,0.9482
02.mp4,S1/ADL/02.mp4,53,5.3,Sleeping,904.9171,325.3469,0.959,924.5347,332.758,0.9042,911.8199,309.1373,0.8922,944.8077,355.7724,0.6588,909.8212,300.4648,0.6438,915.7862,386.7809,0.992,845.9517,301.2173,0.9935,969.3188,419.8021,0.9461,765.4017,307.8912,0.9558,956.3284,391.1554,0.9266,761.1752,367.0998,0.9116,726.0233,383.8577,0.9869,692.6249,329.8624,0.9868,567.0283,303.5084,0.9859,574.3157,246.9803,0.9833,489.6971,366.7111,0.9701,494.1123,347.3819,0.9649
02.mp4,S1/ADL/02.mp4,54,5.4,Sleeping,906.6013,325.6887,0.9596,925.8624,334.1906,0.9051,913.8929,310.2065,0.8878,945.4969,357.105,0.6682,911.4455,301.4378,0.632,918.9932,387.5902,0.9927,845.9592,301.8359,0.994,977.5013,422.1868,0.9543,763.3703,309.9571,0.9601,960.3436,390.3806,0.9395,761.8889,370.5062,0.9219,729.3821,391.3372,0.9868,694.5667,336.9059,0.9865,559.1366,302.6419,0.9842,566.9904,246.088,0.9807,492.7278,367.5627,0.964,497.7273,349.0654,0.9568
02.mp4,S1/ADL/02.mp4,55,5.5,Sleeping,903.4417,329.5992,0.9508,922.0389,336.741,0.8834,909.5721,314.6032,0.8735,938.7641,358.1891,0.6253,904.9828,306.6336,0.6062,913.6925,384.8482,0.9898,842.854,304.9018,0.993,976.3776,417.4372,0.9417,765.213,309.7001,0.9594,951.5337,391.3221,0.9298,759.2826,367.5067,0.9224,726.8431,391.4756,0.9846,692.6649,339.1733,0.9856,556.0651,298.7749,0.9838,565.1704,245.6577,0.9817,496.5988,373.0204,0.9657,499.2208,356.6968,0.9612
02.mp4,S1/ADL/02.mp4,56,5.6,Sleeping,901.3098,329.6987,0.9596,921.6332,336.825,0.9082,908.551,313.4171,0.8897,942.192,359.5028,0.676,906.6849,304.5787,0.6098,914.9529,386.3229,0.9907,843.9998,303.0852,0.9936,973.472,417.3215,0.9413,766.9229,308.2423,0.9592,951.1221,392.4485,0.929,762.5444,370.2693,0.9216,725.9444,384.8703,0.9854,691.5917,331.2149,0.9864,563.6804,303.9904,0.9843,571.8896,247.3804,0.9826,505.4494,374.5544,0.9659,508.0301,354.7763,0.9621
02.mp4,S1/ADL/02.mp4,57,5.7,Sleeping,898.4968,330.7969,0.9473,918.9111,336.9849,0.8782,904.649,317.0092,0.8733,942.01,356.4524,0.6302,903.1612,309.0259,0.5811,915.5068,381.6989,0.9836,845.2476,303.9567,0.9931,971.3259,420.3961,0.9106,765.4515,312.3792,0.9692,954.288,394.9842,0.9001,762.7777,365.6465,0.9341,718.4568,380.5486,0.973,683.5302,329.3393,0.981,554.5222,294.2368,0.9656,562.6266,245.0027,0.9714,514.7866,365.691,0.9214,507.6103,355.2541,0.9271
02.mp4,S1/ADL/02.mp4,58,5.8,Sleeping,902.3646,330.8969,0.9411,922.7657,337.0389,0.8663,907.5248,316.7239,0.861,942.9366,358.5051,0.6137,903.0003,310.629,0.5665,917.0499,385.4676,0.9829,843.5378,305.6525,0.992,974.2789,425.0026,0.9091,764.1908,311.4551,0.9644,950.6477,395.0184,0.8985,766.5758,364.3625,0.9261,719.319,385.4257,0.9719,682.2446,332.8541,0.9793,544.551,292.7947,0.9684,553.6967,241.9541,0.9721,503.6332,375.1367,0.9299,497.8212,363.973,0.9321
02.mp4,S1/ADL/02.mp4,59,5.9,Sleeping,900.6865,327.5629,0.964,920.8076,335.8713,0.9137,908.7105,311.5245,0.8975,936.6937,361.1888,0.6936,905.118,303.9933,0.6192,907.5692,390.0202,0.9923,840.9624,304.552,0.9942,977.4045,419.8222,0.9539,766.5222,307.5667,0.9636,956.0787,393.1504,0.945,758.1325,368.4805,0.9322,712.869,385.5989,0.9848,682.2388,330.6665,0.9849,552.8789,305.2267,0.9805,570.2978,246.3103,0.9773,508.2747,378.0707,0.9511,513.208,357.094,0.9439
02.mp4,S1/ADL/02.mp4,60,6.0,Sleeping,898.8544,322.2218,0.9464,919.2169,330.3831,0.8873,906.5015,307.4876,0.838,936.0471,357.9396,0.6806,903.7576,303.7879,0.5178,908.1893,384.0499,0.9917,837.686,310.5047,0.9912,981.8999,409.2219,0.9581,759.6613,318.5714,0.9469,970.905,388.6949,0.9446,740.132,354.4523,0.9063,714.9953,381.5547,0.9869,681.8527,332.1118,0.9845,558.6893,299.6078,0.9849,573.4374,249.9004,0.9791,504.9928,375.5984,0.9633,506.9675,357.0001,0.9524
03.mp4,S1/ADL/03.mp4,10,1.0,Sleeping,712.721,157.2809,0.9886,726.6457,140.0237,0.9069,701.9249,135.8951,0.9768,723.963,144.7546,0.3984,666.9625,131.8243,0.9152,727.5453,219.7093,0.9981,593.9526,185.4539,0.9995,737.4459,354.5635,0.9913,531.5255,266.4666,0.9976,693.9235,409.6011,0.9894,486.8364,333.2966,0.9954,633.8995,373.5264,0.9996,542.6271,355.0386,0.9997,595.5588,421.1689,0.9994,468.6652,415.026,0.9995,546.8469,605.2157,0.9953,449.4606,627.9331,0.9956
