video_name,video_path,frame,second,nose_x,nose_y,nose_c,left_eye_x,left_eye_y,left_eye_c,right_eye_x,right_eye_y,right_eye_c,left_ear_x,left_ear_y,left_ear_c,right_ear_x,right_ear_y,right_ear_c,left_shoulder_x,left_shoulder_y,left_shoulder_c,right_shoulder_x,right_shoulder_y,right_shoulder_c,left_elbow_x,left_elbow_y,left_elbow_c,right_elbow_x,right_elbow_y,right_elbow_c,left_wrist_x,left_wrist_y,left_wrist_c,right_wrist_x,right_wrist_y,right_wrist_c,left_hip_x,left_hip_y,left_hip_c,right_hip_x,right_hip_y,right_hip_c,left_knee_x,left_knee_y,left_knee_c,right_knee_x,right_knee_y,right_knee_c,left_ankle_x,left_ankle_y,left_ankle_c,right_ankle_x,right_ankle_y,right_ankle_c,final_class,seq_id
01.mp4,S1/ADL/01.mp4,32,3.2,419.5634,196.0023,0.9627,426.5406,176.8723,0.9594,413.4713,187.3454,0.6778,461.2554,163.2093,0.9224,430.0374,189.1142,0.1253,553.8102,202.2126,0.9929,456.1562,252.7187,0.988,553.2468,261.0494,0.9713,486.8081,349.6379,0.9237,479.729,309.0514,0.9475,447.2664,367.3474,0.8996,629.3483,356.5652,0.9982,552.8571,373.0731,0.9977,664.8555,421.0699,0.9985,516.6721,427.5448,0.998,700.552,623.489,0.9929,602.3502,601.1898,0.9928,Non-Falling,0
01.mp4,S1/ADL/01.mp4,33,3.3,411.7021,196.7519,0.9774,418.4957,179.6549,0.9798,405.9647,189.0868,0.7161,453.3496,166.8682,0.9604,422.1669,189.4158,0.1348,541.1985,207.5793,0.998,449.2851,247.847,0.9876,527.8835,279.1417,0.9932,480.3224,342.0797,0.8962,455.3268,341.754,0.9816,442.4386,375.6198,0.8798,627.7179,352.8832,0.9992,553.6259,367.7205,0.9979,668.3005,430.0871,0.999,519.1003,436.7832,0.9974,704.225,620.5005,0.9931,596.8347,602.0306,0.989,Non-Falling,0
01.mp4,S1/ADL/01.mp4,34,3.4,407.5391,206.9286,0.9548,412.5348,187.2842,0.9647,401.5873,198.3938,0.4978,445.167,169.5663,0.9493,417.8136,197.1537,0.0653,537.07,203.6004,0.9973,447.8722,259.6942,0.9704,537.9887,264.5246,0.9943,479.0374,357.9151,0.8069,453.403,334.1898,0.9855,436.4474,384.0861,0.8205,622.1526,353.8661,0.999,550.7266,374.1096,0.9962,659.7516,428.1732,0.9983,512.6362,439.5355,0.994,716.6215,627.3902,0.9867,605.9769,604.8192,0.9736,Non-Falling,0
01.mp4,S1/ADL/01.mp4,35,3.5,399.3288,208.1602,0.9649,404.87,191.8805,0.9571,394.4254,201.6911,0.6469,437.619,176.4355,0.9285,412.6604,200.1589,0.1511,527.4362,207.6313,0.9975,442.5731,252.5467,0.9919,514.0065,279.0263,0.9929,474.2576,348.9799,0.9521,448.4552,346.5718,0.9825,423.9516,378.4671,0.9383,625.6042,348.9471,0.9993,555.2551,366.0348,0.9987,665.0983,420.6158,0.9991,515.0771,431.1183,0.9982,711.3131,615.2115,0.993,597.4869,599.1096,0.9909,Non-Falling,0
01.mp4,S1/ADL/01.mp4,36,3.6,394.6368,215.6566,0.9747,399.8286,199.8805,0.9785,388.7696,209.2151,0.6861,431.764,182.8708,0.9617,405.288,204.9471,0.1618,514.2308,216.1761,0.9985,441.8209,251.8381,0.9832,480.4513,295.0393,0.995,495.9598,346.3734,0.8472,410.4667,359.9541,0.9823,453.424,387.8643,0.825,625.1818,347.8058,0.9992,559.7871,363.3711,0.9972,669.5596,427.3061,0.9989,517.6508,439.2144,0.9963,717.0508,608.9763,0.9924,603.1712,601.6027,0.9855,Non-Falling,0
01.mp4,S1/ADL/01.mp4,37,3.7,391.7203,225.6454,0.9647,395.8449,205.1584,0.9715,383.4835,217.2577,0.524,425.4124,184.5905,0.9579,400.9902,214.9202,0.077,499.6251,214.8342,0.9974,445.1377,259.3114,0.9776,475.9239,298.937,0.9945,486.6356,345.4896,0.843,406.8752,366.2206,0.9867,435.9949,383.0169,0.8558,620.9231,345.299,0.999,568.3083,366.9928,0.9966,654.0346,404.8445,0.9987,516.6754,432.884,0.9958,732.5134,596.2378,0.9905,598.0515,610.4113,0.9821,Non-Falling,0
01.mp4,S1/ADL/01.mp4,38,3.8,386.7986,229.8015,0.9734,390.6089,208.303,0.9709,377.8019,223.0687,0.6365,420.8433,185.9588,0.9462,395.7176,222.309,0.1146,494.3074,210.481,0.9972,437.4663,270.7079,0.9901,489.011,281.354,0.9939,457.944,349.8191,0.9377,445.1185,366.4463,0.9879,397.0865,379.7122,0.9376,623.611,341.8979,0.999,572.9543,372.3902,0.9978,646.9327,391.2805,0.9984,516.5443,437.9484,0.9963,730.5474,581.0635,0.9862,595.7388,613.0649,0.9798,Non-Falling,0
01.mp4,S1/ADL/01.mp4,39,3.9,381.5114,233.9486,0.9759,385.4386,211.9753,0.9744,371.4066,228.1428,0.6513,416.4219,189.8782,0.9472,387.4829,229.286,0.1074,489.5388,212.9384,0.9973,427.6765,279.8768,0.9888,490.763,279.1353,0.9942,457.0602,357.7539,0.9237,437.6016,362.7975,0.9884,396.5323,382.7814,0.9279,617.1466,343.5823,0.999,563.0494,378.2756,0.9976,646.7404,378.5794,0.9985,513.7119,436.0527,0.9963,730.8279,566.2358,0.9883,596.6214,613.218,0.9816,Non-Falling,0
01.mp4,S1/ADL/01.mp4,40,4.0,376.8487,240.5283,0.9747,379.7368,217.1865,0.9815,365.87,234.3691,0.5968,411.3578,192.7991,0.9641,381.9629,235.0665,0.0679,486.1534,218.8862,0.9968,423.0175,285.9898,0.975,484.1702,291.772,0.9931,457.4926,364.1156,0.8018,417.1582,363.5762,0.9851,399.414,385.4346,0.8326,619.0559,344.0192,0.9983,563.6006,380.144,0.9946,646.1103,375.741,0.9981,507.8696,439.399,0.9935,734.6438,555.6456,0.9874,598.2933,615.1469,0.9758,Non-Falling,0
01.mp4,S1/ADL/01.mp4,41,4.1,374.4756,247.083,0.9686,375.8755,223.7878,0.9772,362.7504,241.8735,0.5381,404.9075,196.7734,0.9583,376.9368,241.3037,0.0596,476.7551,218.7544,0.9968,417.8054,288.3445,0.9651,485.7229,292.9341,0.9939,477.2729,365.4315,0.7464,424.9654,364.9854,0.9863,435.4841,390.0109,0.7942,613.0535,340.8087,0.9984,558.839,381.0343,0.9938,650.7631,358.5692,0.9983,507.7003,435.6264,0.9932,742.1129,530.4169,0.9899,599.4484,612.7161,0.9777,Non-Falling,0
01.mp4,S1/ADL/01.mp4,42,4.2,371.2336,249.3004,0.9723,372.9373,225.2798,0.9808,358.0363,243.8991,0.5757,401.7304,199.6599,0.9607,370.2355,244.823,0.0674,469.1934,225.485,0.9969,412.4333,290.2997,0.9583,476.2375,308.8708,0.9938,481.321,363.7856,0.6753,411.9959,371.2923,0.9852,438.2967,387.687,0.7412,610.8879,335.6977,0.998,557.698,376.4355,0.9914,652.0977,346.8103,0.9981,511.0464,430.9355,0.9914,744.0582,510.9692,0.9894,603.4123,610.6583,0.9745,Non-Falling,0
01.mp4,S1/ADL/01.mp4,43,4.3,369.1263,249.0505,0.9824,371.4513,223.8869,0.9836,353.8288,244.7322,0.7313,401.0903,199.3777,0.9523,363.5504,249.3004,0.1227,465.9139,226.5816,0.9968,406.7871,298.9005,0.9811,474.1029,305.5181,0.9908,466.8049,369.454,0.814,410.8405,366.9676,0.9807,406.6677,381.8065,0.8376,602.3757,331.1105,0.9981,549.5881,375.5125,0.9947,650.4681,341.6763,0.9982,516.2762,432.697,0.9947,745.7076,501.4583,0.9905,612.7615,607.3326,0.9826,Non-Falling,0
01.mp4,S1/ADL/01.mp4,44,4.4,365.9831,251.0428,0.9853,368.1763,225.1228,0.9886,350.5641,247.3027,0.7263,399.6837,197.8208,0.969,361.987,250.6611,0.0953,458.7066,222.4302,0.9977,407.2675,302.3952,0.9793,479.7202,297.0132,0.9941,480.4679,368.9766,0.7781,411.9423,367.8778,0.9873,430.6481,385.9611,0.8227,602.8746,327.1378,0.9984,556.4482,377.8522,0.9942,638.1449,323.5329,0.9985,519.8685,435.174,0.9942,736.8033,468.9005,0.9917,616.1537,605.9789,0.982,Non-Falling,0
01.mp4,S1/ADL/01.mp4,45,4.5,356.3346,253.2547,0.9851,360.7812,225.4198,0.9787,341.6573,250.1114,0.8789,399.6915,199.4524,0.891,350.6362,251.6551,0.3248,454.7238,225.126,0.9961,377.5854,306.7054,0.9862,480.9401,288.8709,0.9835,450.2264,366.8442,0.8464,419.3912,358.935,0.9659,419.2819,381.5839,0.8512,606.291,323.2734,0.9976,542.8582,381.2551,0.9949,656.6677,296.9101,0.9982,525.195,434.6362,0.996,734.1094,433.0923,0.9932,632.7408,612.3867,0.9888,Non-Falling,0
01.mp4,S1/ADL/01.mp4,46,4.6,362.0891,254.232,0.9907,364.3958,228.2507,0.993,344.0316,250.6951,0.8049,395.189,201.6663,0.9717,350.5474,256.3708,0.1086,452.848,219.9778,0.998,398.3499,306.4536,0.9788,487.2593,280.4109,0.9944,450.3491,364.3203,0.7369,423.1366,365.6447,0.9893,397.1643,380.7521,0.821,602.3936,315.9327,0.998,561.5058,369.3203,0.9923,609.1528,313.396,0.9984,534.5188,426.4314,0.9931,727.0841,453.1524,0.9916,655.8134,581.7163,0.9799,Non-Falling,0
01.mp4,S1/ADL/01.mp4,47,4.7,361.1736,249.7571,0.9946,363.5527,225.5854,0.9944,339.7451,247.1762,0.8972,391.4085,205.4941,0.9647,339.6017,260.1055,0.2176,448.0653,219.943,0.9987,404.9174,311.073,0.9889,490.8813,262.8653,0.9947,445.7005,373.8844,0.8266,440.3636,361.724,0.9907,405.1404,381.2203,0.8886,589.1575,314.7449,0.9985,563.0492,364.0016,0.9947,575.2887,325.5809,0.9988,566.0704,410.566,0.9955,708.7037,472.3134,0.9936,702.7937,537.1893,0.986,Non-Falling,0
01.mp4,S1/ADL/01.mp4,48,4.8,361.8428,252.3525,0.9959,362.6938,228.2151,0.9933,340.9922,251.5254,0.9279,387.6616,208.7919,0.9519,339.8116,266.5777,0.3449,442.7816,220.2188,0.9992,397.5142,320.2839,0.9965,497.5826,260.0445,0.9964,440.8996,385.1364,0.9384,449.9185,351.1902,0.9935,399.8737,380.9518,0.9529,575.5601,317.0073,0.9994,548.7716,371.9518,0.9982,580.9207,298.4937,0.9994,571.0209,394.6416,0.9984,710.8405,447.0724,0.9964,709.9194,527.0599,0.9933,Non-Falling,0
01.mp4,S1/ADL/01.mp4,49,4.9,360.7689,250.6153,0.9955,361.5901,226.4135,0.9926,339.5493,251.4716,0.9393,387.1148,210.891,0.9399,335.7277,271.3733,0.4042,440.0118,223.4788,0.9988,385.788,332.3852,0.9959,500.6567,260.2164,0.994,436.3152,394.1064,0.9259,445.066,350.2318,0.9895,393.052,377.2416,0.938,575.2257,317.3741,0.9987,540.3795,378.1231,0.9969,583.7358,280.5563,0.9987,552.0405,393.1743,0.9966,707.8922,416.0947,0.9925,682.204,521.6603,0.9868,Non-Falling,0
01.mp4,S1/ADL/01.mp4,50,5.0,358.741,252.3264,0.9961,361.3047,229.322,0.9938,338.8129,252.4176,0.9456,388.5775,215.5438,0.9457,334.4416,270.7678,0.4086,438.0286,230.6049,0.9989,374.7535,334.2959,0.9961,499.5163,267.8035,0.9943,434.5476,393.9967,0.9221,441.7279,348.9911,0.9896,398.5862,379.3612,0.9333,573.2849,322.3387,0.9988,530.7247,383.5118,0.997,598.6188,263.4372,0.9988,544.8705,382.1477,0.9969,722.8759,391.3406,0.9939,681.3344,514.7833,0.9891,Non-Falling,0
01.mp4,S1/ADL/01.mp4,51,5.1,357.1554,254.7779,0.9885,358.324,225.9666,0.9796,334.4814,252.2068,0.938,387.6841,210.7784,0.8316,330.2995,271.9006,0.4707,427.3716,236.5558,0.9902,371.0852,332.5482,0.9896,473.0148,288.4369,0.9292,406.2744,391.2464,0.8564,443.1336,335.7294,0.9083,390.1132,389.4246,0.867,596.0416,298.0031,0.9929,557.522,362.0856,0.9916,603.0071,235.7287,0.9974,559.0212,372.0932,0.9965,716.0156,340.4701,0.9952,666.2546,501.6124,0.9943,Non-Falling,0
01.mp4,S1/ADL/01.mp4,52,5.2,353.1712,255.4564,0.9948,356.0477,230.902,0.9937,331.2596,253.4978,0.9167,384.7239,215.1777,0.9521,328.8682,271.7044,0.2553,434.6591,240.125,0.9974,390.7382,330.5331,0.9913,471.9338,294.2509,0.9887,440.2921,388.9156,0.8668,413.5987,360.6236,0.9855,386.9077,383.9685,0.9155,587.8866,311.1396,0.9965,560.3521,363.0699,0.9919,547.1196,287.4547,0.9966,523.6956,391.2449,0.9912,717.7943,368.6617,0.9863,697.9457,474.8785,0.9761,Non-Falling,0
01.mp4,S1/ADL/01.mp4,53,5.3,353.1385,258.3734,0.9878,354.4393,233.7965,0.9764,331.5255,256.4977,0.9288,380.8759,221.6216,0.841,325.3201,276.1172,0.4868,424.5418,241.7993,0.9938,375.0843,330.6491,0.9933,479.1905,290.7195,0.958,420.6645,391.2582,0.9135,453.4432,341.1094,0.9454,414.0927,391.1555,0.9204,595.6846,296.822,0.9955,565.3753,353.6254,0.9947,577.3625,248.3003,0.9978,570.7753,361.3876,0.9969,716.9918,340.6678,0.9948,709.5547,463.6528,0.9939,Non-Falling,0
01.mp4,S1/ADL/01.mp4,54,5.4,349.2968,262.9411,0.9853,348.3312,238.6364,0.9736,328.2231,260.2719,0.888,369.3967,225.3389,0.8631,319.8823,277.857,0.402,419.1576,244.1038,0.9972,367.9898,323.7074,0.9922,478.8992,303.3324,0.9876,406.8822,381.3704,0.9099,457.3433,372.0452,0.9809,411.1003,387.527,0.9323,594.8453,281.5668,0.998,565.0952,333.952,0.9961,571.985,256.5016,0.9987,573.1711,357.791,0.9971,724.1328,345.2039,0.9955,725.0031,448.6036,0.9926,Non-Falling,0
